t,usage_usec,nr_periods,nr_throttled,throttled_usec
0.00,16922551,0,0,0
1.03,16927023,0,0,0
2.03,16928592,0,0,0
3.03,16929896,0,0,0
4.06,16930865,0,0,0
5.07,16931886,0,0,0
6.11,16936636,0,0,0
7.16,16937828,0,0,0
8.17,16938971,0,0,0
9.18,16939809,0,0,0
10.18,16941072,0,0,0
11.18,16954378,0,0,0
12.18,16966008,0,0,0
13.18,16968484,0,0,0
14.19,16983514,0,0,0
15.19,16984863,0,0,0
16.19,16986033,0,0,0
17.19,16993348,0,0,0
18.20,16994354,0,0,0
19.20,16995194,0,0,0
20.21,16996047,0,0,0
21.21,16997080,0,0,0
22.22,17002019,0,0,0
23.22,17003801,0,0,0
24.23,17005058,0,0,0
25.23,17005932,0,0,0
26.23,17006855,0,0,0
27.23,17007647,0,0,0
28.24,17012049,0,0,0
29.24,17012871,0,0,0
30.24,17013868,0,0,0
31.24,17014834,0,0,0
32.24,17020476,0,0,0
33.25,17025316,0,0,0
34.25,17026692,0,0,0
35.25,17028307,0,0,0
36.25,17029299,0,0,0
37.26,17030338,0,0,0
38.26,17031477,0,0,0
39.26,17035635,0,0,0
40.26,17036632,0,0,0
41.27,17037936,0,0,0
42.27,17039103,0,0,0
43.27,17040600,0,0,0
44.27,17044502,0,0,0
45.27,17045959,0,0,0
46.27,17047647,0,0,0
47.28,17048614,0,0,0
48.28,17049696,0,0,0
49.28,17050746,0,0,0
50.28,17055090,0,0,0
51.28,17056239,0,0,0
52.28,17057225,0,0,0
53.29,17058580,0,0,0
54.29,17059641,0,0,0
55.29,17063677,0,0,0
56.29,17065054,0,0,0
57.29,17066557,0,0,0
58.29,17067683,0,0,0
59.29,17068653,0,0,0
60.30,17069665,0,0,0
61.30,17081246,0,0,0
62.30,17082508,0,0,0
63.30,17084119,0,0,0
64.30,17085072,0,0,0
65.30,17086008,0,0,0
66.31,17090148,0,0,0
67.31,17091437,0,0,0
68.31,17092986,0,0,0
69.31,17093912,0,0,0
70.31,17094983,0,0,0
71.31,17096228,0,0,0
72.32,17100212,0,0,0
73.32,17101617,0,0,0
74.32,17102622,0,0,0
75.32,17103641,0,0,0
76.32,17104768,0,0,0
77.32,17108670,0,0,0
78.32,17110064,0,0,0
79.33,17111545,0,0,0
80.33,17112505,0,0,0
81.34,17113686,0,0,0
82.34,17114722,0,0,0
83.34,17119674,0,0,0
84.34,17120646,0,0,0
85.35,17121703,0,0,0
86.35,17123019,0,0,0
87.35,17124027,0,0,0
88.35,17128269,0,0,0
89.35,17132097,0,0,0
90.35,17133758,0,0,0
91.35,17134911,0,0,0
92.36,17138247,0,0,0
93.36,17139887,0,0,0
94.36,17144599,0,0,0
95.36,17145457,0,0,0
96.36,17146522,0,0,0
97.36,17147366,0,0,0
98.37,17148512,0,0,0
99.37,17153101,0,0,0
100.37,17157117,0,0,0
101.37,17158610,0,0,0
102.37,17159628,0,0,0
103.38,17161071,0,0,0
104.38,17162249,0,0,0
105.38,17171709,0,0,0
106.38,17172825,0,0,0
107.38,17173796,0,0,0
108.38,17174866,0,0,0
109.39,17175818,0,0,0
110.39,17180019,0,0,0
111.39,17183901,0,0,0
112.40,17185244,0,0,0
113.40,17186597,0,0,0
114.40,17187794,0,0,0
115.40,17188801,0,0,0
116.41,17195896,0,0,0
117.41,17196875,0,0,0
118.41,17198145,0,0,0
119.41,17199183,0,0,0
120.41,17200208,0,0,0
121.42,17204101,0,0,0
122.43,17208054,0,0,0
123.43,17209994,0,0,0
124.43,17210992,0,0,0
125.44,17212005,0,0,0
126.44,17213054,0,0,0
127.44,17221181,0,0,0
128.44,17222456,0,0,0
129.45,17223341,0,0,0
130.45,17224537,0,0,0
131.45,17225660,0,0,0
132.45,17235028,0,0,0
133.45,17236712,0,0,0
134.46,17238344,0,0,0
135.46,17239462,0,0,0
136.46,17240491,0,0,0
137.46,17241557,0,0,0
138.47,17248728,0,0,0
139.47,17249666,0,0,0
140.47,17250584,0,0,0
141.47,17251686,0,0,0
142.47,17252708,0,0,0
143.48,17259932,0,0,0
144.48,17261018,0,0,0
145.50,17262559,0,0,0
146.50,17263545,0,0,0
147.50,17264530,0,0,0
148.51,17265551,0,0,0
149.52,17272700,0,0,0
150.52,17273787,0,0,0
151.53,17274833,0,0,0
152.54,17278023,0,0,0
153.55,17279306,0,0,0
154.55,17286767,0,0,0
155.56,17287762,0,0,0
156.57,17289287,0,0,0
157.58,17290203,0,0,0
158.59,17291294,0,0,0
159.59,17292327,0,0,0
160.60,17302493,0,0,0
161.60,17303649,0,0,0
162.60,17304947,0,0,0
163.61,17306080,0,0,0
164.61,17307510,0,0,0
165.61,17314513,0,0,0
166.62,17315704,0,0,0
167.62,17317209,0,0,0
168.62,17318405,0,0,0
169.62,17319340,0,0,0
170.63,17320747,0,0,0
171.63,17328487,0,0,0
172.63,17329528,0,0,0
173.63,17330568,0,0,0
174.63,17332088,0,0,0
175.64,17333020,0,0,0
176.64,17339695,0,0,0
177.64,17340916,0,0,0
178.64,17342487,0,0,0
179.65,17343483,0,0,0
180.65,17344586,0,0,0
181.65,17345851,0,0,0
182.66,17354091,0,0,0
183.66,17359161,0,0,0
184.66,17368130,0,0,0
185.66,17372820,0,0,0
186.66,17377715,0,0,0
187.67,17382366,0,0,0
188.67,17388027,0,0,0
189.68,17392839,0,0,0
190.68,17397936,0,0,0
191.69,17402842,0,0,0
192.71,17408298,0,0,0
193.72,17413499,0,0,0
194.73,17422938,0,0,0
195.74,17427521,0,0,0
196.74,17432641,0,0,0
197.74,17437300,0,0,0
198.74,17438507,0,0,0
199.74,17439536,0,0,0
200.75,17440531,0,0,0
201.75,17441686,0,0,0
202.75,17442769,0,0,0
203.75,17443882,0,0,0
204.76,17450900,0,0,0
205.76,17451917,0,0,0
206.76,17453518,0,0,0
207.76,17454599,0,0,0
208.76,17455624,0,0,0
209.76,17462166,0,0,0
210.77,17463188,0,0,0
