t,usage_usec,nr_periods,nr_throttled,throttled_usec
0.00,15311748,0,0,0
1.04,15312996,0,0,0
2.05,15313842,0,0,0
3.07,15315051,0,0,0
4.08,15319135,0,0,0
5.09,15320737,0,0,0
6.11,15321825,0,0,0
7.12,15323361,0,0,0
8.12,15325088,0,0,0
9.13,15332893,0,0,0
10.13,15335299,0,0,0
11.14,15336659,0,0,0
12.15,15341534,0,0,0
13.15,15346727,0,0,0
14.16,15353280,0,0,0
15.16,15367162,0,0,0
16.17,15368079,0,0,0
17.17,15369166,0,0,0
18.17,15370261,0,0,0
19.18,15372068,0,0,0
20.19,15376967,0,0,0
21.19,15383226,0,0,0
22.19,15388885,0,0,0
23.20,15394574,0,0,0
24.20,15399640,0,0,0
25.21,15405013,0,0,0
26.21,15415581,0,0,0
27.22,15421012,0,0,0
28.23,15426877,0,0,0
29.23,15435167,0,0,0
30.24,15441729,0,0,0
31.24,15446788,0,0,0
32.25,15451609,0,0,0
33.25,15456647,0,0,0
34.26,15461558,0,0,0
35.26,15472516,0,0,0
36.27,15473661,0,0,0
37.28,15474729,0,0,0
38.28,15475950,0,0,0
39.29,15477520,0,0,0
40.29,15478538,0,0,0
41.29,15479550,0,0,0
42.30,15486448,0,0,0
43.30,15487495,0,0,0
44.31,15488400,0,0,0
45.31,15489535,0,0,0
46.32,15490628,0,0,0
47.33,15491866,0,0,0
48.33,15496859,0,0,0
49.35,15498221,0,0,0
50.36,15499411,0,0,0
51.37,15500711,0,0,0
52.37,15501777,0,0,0
53.38,15507531,0,0,0
54.38,15508617,0,0,0
55.39,15510392,0,0,0
56.40,15511438,0,0,0
57.41,15512444,0,0,0
58.42,15513718,0,0,0
59.43,15518593,0,0,0
60.44,15519560,0,0,0
61.45,15520552,0,0,0
62.45,15521571,0,0,0
63.46,15522712,0,0,0
64.47,15529929,0,0,0
65.47,15534602,0,0,0
66.48,15539191,0,0,0
67.48,15549158,0,0,0
68.49,15552734,0,0,0
69.49,15563335,0,0,0
70.50,15568060,0,0,0
71.50,15569188,0,0,0
72.51,15570084,0,0,0
73.51,15571132,0,0,0
74.52,15572097,0,0,0
75.52,15579888,0,0,0
76.53,15581045,0,0,0
77.53,15582566,0,0,0
78.53,15583828,0,0,0
79.53,15585098,0,0,0
80.54,15589443,0,0,0
81.55,15593362,0,0,0
82.55,15594417,0,0,0
83.56,15595489,0,0,0
84.56,15596561,0,0,0
85.57,15598105,0,0,0
86.58,15610480,0,0,0
87.58,15611571,0,0,0
88.59,15613073,0,0,0
89.60,15614071,0,0,0
90.60,15615318,0,0,0
91.61,15619108,0,0,0
92.64,15622831,0,0,0
93.64,15623861,0,0,0
94.65,15624972,0,0,0
95.66,15626286,0,0,0
96.67,15627413,0,0,0
97.67,15634986,0,0,0
98.68,15636682,0,0,0
99.69,15637815,0,0,0
100.70,15638910,0,0,0
101.72,15639871,0,0,0
102.73,15644163,0,0,0
103.75,15648153,0,0,0
104.77,15649236,0,0,0
105.77,15650670,0,0,0
106.77,15651724,0,0,0
107.78,15652558,0,0,0
108.78,15659919,0,0,0
109.79,15661355,0,0,0
110.79,15662561,0,0,0
111.79,15663532,0,0,0
112.80,15664442,0,0,0
113.80,15677672,0,0,0
114.81,15678796,0,0,0
115.81,15679889,0,0,0
116.81,15681300,0,0,0
117.82,15682360,0,0,0
118.82,15683628,0,0,0
119.83,15691077,0,0,0
120.83,15692574,0,0,0
121.84,15693484,0,0,0
122.84,15694507,0,0,0
123.85,15695401,0,0,0
124.85,15703047,0,0,0
125.86,15703992,0,0,0
126.86,15705401,0,0,0
127.87,15706489,0,0,0
128.87,15707546,0,0,0
129.87,15711145,0,0,0
130.88,15717706,0,0,0
131.88,15719201,0,0,0
132.89,15720119,0,0,0
133.89,15721322,0,0,0
134.90,15722311,0,0,0
135.90,15730271,0,0,0
136.91,15731690,0,0,0
137.91,15732851,0,0,0
138.92,15734210,0,0,0
139.92,15735272,0,0,0
140.93,15736347,0,0,0
141.94,15749522,0,0,0
142.94,15751026,0,0,0
143.95,15751954,0,0,0
144.95,15752988,0,0,0
145.96,15754016,0,0,0
146.96,15761440,0,0,0
147.97,15762382,0,0,0
148.97,15763617,0,0,0
149.98,15764634,0,0,0
150.98,15765623,0,0,0
151.99,15766627,0,0,0
153.00,15774320,0,0,0
154.01,15775663,0,0,0
155.02,15776823,0,0,0
156.02,15777739,0,0,0
157.03,15779043,0,0,0
158.04,15786001,0,0,0
159.04,15787293,0,0,0
160.05,15788454,0,0,0
161.05,15789416,0,0,0
162.06,15790397,0,0,0
163.07,15791543,0,0,0
164.07,15801389,0,0,0
165.08,15803094,0,0,0
166.08,15804016,0,0,0
167.09,15805441,0,0,0
168.10,15806425,0,0,0
169.10,15819828,0,0,0
170.11,15820977,0,0,0
171.11,15822142,0,0,0
172.12,15823189,0,0,0
173.13,15824101,0,0,0
174.13,15825097,0,0,0
175.14,15832701,0,0,0
176.15,15834276,0,0,0
177.15,15835706,0,0,0
178.16,15836709,0,0,0
179.17,15838043,0,0,0
180.17,15845079,0,0,0
181.18,15846033,0,0,0
182.18,15847033,0,0,0
183.19,15848161,0,0,0
184.20,15849154,0,0,0
185.20,15853709,0,0,0
186.22,15857705,0,0,0
187.23,15859708,0,0,0
188.23,15860634,0,0,0
189.24,15865402,0,0,0
190.24,15866571,0,0,0
191.25,15874060,0,0,0
192.25,15875115,0,0,0
193.26,15876221,0,0,0
194.26,15877231,0,0,0
195.27,15878518,0,0,0
196.28,15892189,0,0,0
197.28,15894013,0,0,0
198.29,15895592,0,0,0
199.29,15896992,0,0,0
200.30,15898213,0,0,0
201.30,15899471,0,0,0
202.31,15906649,0,0,0
203.32,15907829,0,0,0
