t,usage_usec,nr_periods,nr_throttled,throttled_usec
0.00,109646217,24724,3129,89876121
1.01,109650125,24730,3129,89876121
2.01,109653307,24735,3129,89876121
3.01,109656415,24741,3129,89876121
4.02,109659324,24747,3129,89876121
5.08,109662516,24751,3129,89876121
6.08,109665476,24757,3129,89876121
7.08,109668326,24762,3129,89876121
8.09,109671203,24767,3129,89876121
9.09,109674909,24773,3129,89876121
10.09,109681696,24780,3129,89876121
11.09,109792551,24789,3135,90222187
12.09,109823623,24798,3135,90222187
13.09,109990621,24808,3144,90829407
14.09,110150850,24818,3154,91577011
15.09,110292532,24828,3160,91977951
16.09,110455587,24838,3170,92178943
17.09,110616956,24848,3180,92298629
18.09,110778659,24858,3190,92633894
19.10,110938662,24868,3200,93049615
20.10,111096173,24878,3210,93328389
21.10,111261984,24888,3220,93601417
22.10,111417497,24898,3230,93931322
23.10,111578943,24908,3240,94173919
24.10,111738264,24918,3250,94387912
25.10,111887354,24928,3259,94560163
26.10,112026265,24938,3263,94634021
27.10,112186902,24948,3273,94902644
28.10,112346176,24958,3283,95149304
29.10,112509027,24968,3293,95359314
30.11,112671295,24978,3303,95665888
31.11,112829070,24988,3313,96072674
32.11,112989930,24998,3323,96373717
33.11,113149764,25008,3333,96778013
34.11,113303739,25018,3343,97041366
35.11,113468688,25028,3351,97127466
36.11,113591249,25038,3356,97206486
37.11,113754509,25048,3364,97417151
38.11,113917821,25058,3374,97701008
39.11,114077602,25068,3384,98310723
40.11,114236584,25078,3394,99022753
41.12,114393927,25088,3404,99468619
42.12,114556450,25098,3414,99711728
43.12,114716891,25108,3424,100088682
44.12,114876484,25118,3434,100407231
45.12,115029281,25128,3443,100684919
46.12,115191937,25138,3452,100910600
47.12,115326725,25148,3455,100960346
48.12,115485857,25158,3465,101196476
49.12,115645859,25168,3475,101411643
50.12,115806482,25178,3485,101718234
51.12,115965978,25188,3495,102070164
52.13,116126082,25198,3505,102352427
53.13,116285954,25208,3515,102650934
54.13,116445918,25218,3525,102886590
55.13,116606485,25228,3535,103263151
56.13,116766195,25238,3545,103404324
57.13,116892724,25248,3551,103507602
58.13,117051147,25258,3559,103689391
59.13,117210867,25268,3569,104027938
60.13,117371052,25278,3579,104328463
61.13,117530975,25288,3589,104645494
62.13,117690746,25298,3599,104948883
63.14,117852559,25308,3609,105339000
64.14,118010749,25318,3619,105691764
65.14,118172762,25328,3629,106022099
66.14,118330671,25338,3639,106322649
67.14,118490531,25348,3649,106615603
68.14,118638214,25358,3653,106729245
69.14,118798770,25368,3663,107030527
70.14,118958129,25378,3673,107442572
71.14,119117984,25388,3683,107738703
72.14,119277388,25398,3693,108104316
73.14,119437710,25408,3703,108553468
74.14,119597399,25418,3713,108935354
75.15,119757417,25428,3723,109322929
76.15,119917715,25438,3733,109695619
77.15,120077370,25448,3743,109965573
78.15,120221006,25458,3751,110266843
79.15,120371691,25468,3757,110417053
80.15,120532340,25478,3767,110762169
81.15,120691632,25489,3778,111154078
82.15,120852937,25499,3788,111593867
83.15,121012504,25509,3798,111852759
84.16,121171920,25519,3808,112115837
85.16,121333509,25529,3818,112387430
86.16,121496412,25539,3828,112745833
87.16,121656115,25549,3838,113046464
88.16,121815407,25559,3848,113239318
89.16,121941855,25569,3853,113344379
90.16,122107667,25579,3862,113571951
91.16,122269142,25589,3872,113954303
92.16,122429214,25599,3882,114349958
93.16,122586000,25609,3892,114686953
94.16,122749099,25619,3902,115062615
95.17,122906061,25629,3912,115313694
96.17,123065037,25639,3922,115463823
97.17,123227467,25649,3932,115737076
98.17,123384770,25659,3942,115904362
99.17,123546474,25669,3952,116129188
100.17,123675198,25679,3956,116202255
101.17,123836761,25689,3966,116465574
102.17,123997397,25699,3976,116716021
103.17,124158781,25709,3986,117068920
104.17,124320530,25719,3996,117422798
105.17,124477912,25729,4006,117758241
106.18,124637837,25739,4016,118045002
107.18,124798976,25749,4026,118336611
108.18,124958375,25759,4036,118661292
109.18,125115882,25769,4045,118774681
110.18,125247417,25779,4051,118886708
111.18,125403523,25789,4059,119017048
112.18,125564669,25799,4069,119235789
113.18,125726495,25809,4079,119456386
114.18,125883710,25819,4089,119735288
115.18,126049701,25829,4099,120002426
116.18,126208002,25839,4109,120436663
117.19,126367809,25849,4119,120744589
118.19,126528711,25859,4129,121042863
119.19,126680866,25869,4138,121271690
120.19,126846165,25879,4146,121406550
121.19,126966263,25889,4148,121434473
122.19,127130279,25899,4158,121578450
123.19,127287169,25909,4168,121872359
124.19,127448690,25919,4178,122051936
125.19,127608865,25929,4188,122239356
126.19,127770652,25939,4198,122530252
127.19,127929747,25949,4208,122910827
128.20,128091318,25959,4218,123324324
129.20,128249330,25969,4228,123544917
130.20,128411045,25979,4238,123754968
131.20,128545560,25989,4245,123950366
132.20,128691945,25999,4251,124010709
133.20,128858404,26009,4261,124269810
134.20,129015375,26019,4271,124580273
135.20,129174960,26029,4281,124845487
136.20,129337483,26039,4291,125150186
137.20,129495026,26049,4301,125433514
138.20,129656160,26059,4311,125746759
139.21,129819110,26069,4321,126096274
140.21,129977359,26079,4331,126511199
141.21,130134055,26089,4341,126731716
142.21,130266406,26099,4344,126779542
143.21,130427823,26109,4354,126983902
144.21,130587334,26119,4364,127258925
145.21,130748861,26129,4374,127576916
146.21,130907185,26139,4384,127779925
147.23,131069095,26149,4394,128099292
148.23,131228517,26159,4404,128318595
149.23,131389251,26169,4414,128608138
150.23,131549620,26179,4424,128872358
151.23,131709260,26189,4434,129064819
152.23,131868786,26199,4444,129394397
153.23,131999074,26209,4447,129469795
154.23,132159438,26219,4457,129768251
155.23,132318922,26229,4467,129957242
156.23,132478779,26239,4477,130203386
157.23,132639190,26249,4487,130448535
158.24,132799184,26259,4497,130759926
159.24,132959290,26269,4507,130994118
160.24,133119857,26279,4517,131259275
161.24,133279249,26289,4527,131573965
162.24,133439098,26299,4537,131697268
163.24,133570586,26309,4544,131733749
164.24,133732152,26319,4551,131991300
165.24,133893302,26329,4561,132433825
166.25,134052589,26339,4571,132748155
167.25,134211603,26349,4581,133054632
168.25,134372451,26359,4591,133330379
169.26,134535200,26370,4602,133618618
170.26,134696377,26380,4612,133696773
171.26,134857578,26390,4622,134007029
172.26,135014553,26400,4632,134221597
173.27,135175857,26410,4642,134375484
174.27,135307997,26420,4646,134435322
175.27,135465696,26430,4656,134669372
176.27,135627118,26440,4666,135029879
177.27,135788078,26450,4676,135348915
178.27,135944136,26460,4686,135565857
179.27,136107618,26470,4696,135771061
180.27,136266459,26480,4706,136050208
181.27,136425849,26490,4716,136312991
182.27,136588475,26500,4726,136589744
183.27,136745659,26510,4736,136770006
184.28,136881590,26520,4743,136881164
185.28,137036125,26530,4750,137054383
186.28,137194723,26540,4760,137378315
187.28,137356815,26550,4770,137650785
188.28,137515891,26560,4780,138022870
189.28,137674520,26570,4790,138364575
190.28,137835477,26580,4800,138599408
191.28,137995714,26590,4810,138903238
192.28,138155972,26600,4820,139159317
193.28,138314236,26610,4830,139385343
194.29,138476279,26620,4840,139517791
195.29,138597706,26630,4844,139576392
196.29,138761695,26640,4854,139807282
197.29,138924213,26650,4864,140111097
198.29,139079526,26660,4874,140338427
199.29,139242243,26670,4884,140465034
200.29,139403557,26680,4894,140678877
201.29,139562298,26690,4904,141081837
202.29,139724756,26700,4914,141430980
203.30,139883323,26710,4924,141701253
204.30,140043761,26720,4934,141910330
205.30,140182887,26730,4942,142043255
206.30,140320431,26740,4948,142104840
207.30,140483546,26750,4958,142245413
208.31,140647971,26760,4968,142495439
209.31,140802041,26770,4978,142757823
210.31,140966626,26780,4987,142857144
211.31,141127843,26790,4997,143094477
212.31,141285322,26800,5007,143347380
213.32,141447711,26810,5017,143696021
214.32,141607526,26820,5027,143941272
215.32,141767618,26830,5037,144168149
216.32,141889869,26840,5042,144315843
217.32,142054090,26850,5050,144506788
218.33,142214197,26860,5060,144828785
219.33,142374827,26870,5070,145090638
220.33,142534173,26880,5080,145383373
221.33,142694755,26890,5090,145660472
222.33,142854054,26900,5100,146017202
